my,geoid,br_2020,se_traf,pt_traf,total_traf,borough,shape_area,nta_nam
21-Aug,36081003600,4003600,12333,50396,62729,Queens,1937264.607,Ozone Park (North)
19-May,36047032700,3032700,15709,71,15780,Brooklyn,1904249.861,Prospect Lefferts Gardens-Wingate
21-May,36047032700,3032700,8082,78479,86561,Brooklyn,1904249.861,Prospect Lefferts Gardens-Wingate
19-Jun,36047032700,3032700,10861,127438,138299,Brooklyn,1904249.861,Prospect Lefferts Gardens-Wingate
21-Jun,36047032700,3032700,7818,59475,67293,Brooklyn,1904249.861,Prospect Lefferts Gardens-Wingate
19-Jul,36047032700,3032700,9395,74831,84226,Brooklyn,1904249.861,Prospect Lefferts Gardens-Wingate
21-Jul,36047032700,3032700,8449,31846,40295,Brooklyn,1904249.861,Prospect Lefferts Gardens-Wingate
19-Aug,36047032700,3032700,1084,43510,44594,Brooklyn,1904249.861,Prospect Lefferts Gardens-Wingate
21-Aug,36047032700,3032700,1746,82690,84436,Brooklyn,1904249.861,Prospect Lefferts Gardens-Wingate
19-May,36005003500,2003500,12669,117507,130176,Bronx,1525330.715,Mott Haven-Port Morris
21-May,36005003500,2003500,4894,78527,83421,Bronx,1525330.715,Mott Haven-Port Morris
19-Jun,36005003500,2003500,7771,84649,92420,Bronx,1525330.715,Mott Haven-Port Morris
21-Jun,36005003500,2003500,10116,49307,59423,Bronx,1525330.715,Mott Haven-Port Morris
19-Jul,36005003500,2003500,325,45937,46262,Bronx,1525330.715,Mott Haven-Port Morris
21-Jul,36005003500,2003500,5649,69600,75249,Bronx,1525330.715,Mott Haven-Port Morris
19-Aug,36005003500,2003500,7248,62962,70210,Bronx,1525330.715,Mott Haven-Port Morris
21-Aug,36005003500,2003500,3674,62984,66658,Bronx,1525330.715,Mott Haven-Port Morris
19-May,36005007300,2007300,7479,101777,109256,Bronx,1507611.388,Melrose
21-May,36005007300,2007300,5502,52063,57565,Bronx,1507611.388,Melrose
19-Jun,36005007300,2007300,13500,95449,108949,Bronx,1507611.388,Melrose
21-Jun,36005007300,2007300,4681,95218,99899,Bronx,1507611.388,Melrose
19-Jul,36005007300,2007300,7955,90846,98801,Bronx,1507611.388,Melrose
21-Jul,36005007300,2007300,13043,116962,130005,Bronx,1507611.388,Melrose
19-Aug,36005007300,2007300,0,23608,23608,Bronx,1507611.388,Melrose
21-Aug,36005007300,2007300,10892,90960,101852,Bronx,1507611.388,Melrose
19-May,36085007500,5007500,4025,48255,52280,Staten Island,5158898.76,West New Brighton-Silver Lake-Grymes Hill
21-May,36085007500,5007500,10150,144550,154700,Staten Island,5158898.76,West New Brighton-Silver Lake-Grymes Hill
19-Jun,36085007500,5007500,8059,64996,73055,Staten Island,5158898.76,West New Brighton-Silver Lake-Grymes Hill
21-Jun,36085007500,5007500,8565,77340,85905,Staten Island,5158898.76,West New Brighton-Silver Lake-Grymes Hill
19-Jul,36085007500,5007500,13511,19278,32789,Staten Island,5158898.76,West New Brighton-Silver Lake-Grymes Hill
21-Jul,36085007500,5007500,8244,31972,40216,Staten Island,5158898.76,West New Brighton-Silver Lake-Grymes Hill
19-Aug,36085007500,5007500,10760,53208,63968,Staten Island,5158898.76,West New Brighton-Silver Lake-Grymes Hill
21-Aug,36085007500,5007500,6874,90513,97387,Staten Island,5158898.76,West New Brighton-Silver Lake-Grymes Hill
19-May,36085007700,5007700,4365,68872,73237,Staten Island,2674908.169,St. George-New Brighton
21-May,36085007700,5007700,2196,51184,53380,Staten Island,2674908.169,St. George-New Brighton
19-Jun,36085007700,5007700,11532,28029,39561,Staten Island,2674908.169,St. George-New Brighton
21-Jun,36085007700,5007700,3403,55887,59290,Staten Island,2674908.169,St. George-New Brighton
19-Jul,36085007700,5007700,9200,126674,135874,Staten Island,2674908.169,St. George-New Brighton
21-Jul,36085007700,5007700,6877,43477,50354,Staten Island,2674908.169,St. George-New Brighton
19-Aug,36085007700,5007700,3859,24822,28681,Staten Island,2674908.169,St. George-New Brighton
21-Aug,36085007700,5007700,6922,95870,102792,Staten Island,2674908.169,St. George-New Brighton
19-May,36081001902,4001902,5180,42729,47909,Queens,1909109.976,Long Island City-Hunters Point
21-May,36081001902,4001902,10828,75048,85876,Queens,1909109.976,Long Island City-Hunters Point
19-Jun,36081001902,4001902,3734,103141,106875,Queens,1909109.976,Long Island City-Hunters Point
21-Jun,36081001902,4001902,4705,39098,43803,Queens,1909109.976,Long Island City-Hunters Point
19-Jul,36081001902,4001902,5405,113995,119400,Queens,1909109.976,Long Island City-Hunters Point
21-Jul,36081001902,4001902,2377,114425,116802,Queens,1909109.976,Long Island City-Hunters Point
19-Aug,36081001902,4001902,6814,103355,110169,Queens,1909109.976,Long Island City-Hunters Point
21-Aug,36081001902,4001902,6265,88286,94551,Queens,1909109.976,Long Island City-Hunters Point
19-May,36081047500,4047500,10165,113741,123906,Queens,3028835.984,Elmhurst
21-May,36081047500,4047500,12162,37744,49906,Queens,3028835.984,Elmhurst
19-Jun,36081047500,4047500,10885,62329,73214,Queens,3028835.984,Elmhurst
21-Jun,36081047500,4047500,4925,72195,77120,Queens,3028835.984,Elmhurst
19-Jul,36081047500,4047500,4785,110409,115194,Queens,3028835.984,Elmhurst
21-Jul,36081047500,4047500,10039,110079,120118,Queens,3028835.984,Elmhurst
19-Aug,36081047500,4047500,4336,78773,83109,Queens,3028835.984,Elmhurst
21-Aug,36081047500,4047500,6203,110838,117041,Queens,3028835.984,Elmhurst
19-May,36085014100,5014100,7721,97206,104927,Staten Island,3338848.526,Port Richmond
21-May,36085014100,5014100,21835,71,21906,Staten Island,3338848.526,Port Richmond
19-Jun,36085014100,5014100,7592,118477,126069,Staten Island,3338848.526,Port Richmond
21-Jun,36085014100,5014100,2326,49443,51769,Staten Island,3338848.526,Port Richmond
19-Jul,36085014100,5014100,9689,20121,29810,Staten Island,3338848.526,Port Richmond
21-Jul,36085014100,5014100,14539,49316,63855,Staten Island,3338848.526,Port Richmond
19-Aug,36085014100,5014100,7790,98599,106389,Staten Island,3338848.526,Port Richmond
21-Aug,36085014100,5014100,10359,66137,76496,Staten Island,3338848.526,Port Richmond
19-May,36085012500,5012500,13388,54392,67780,Staten Island,4952180.295,West New Brighton-Silver Lake-Grymes Hill
21-May,36085012500,5012500,6698,18445,25143,Staten Island,4952180.295,West New Brighton-Silver Lake-Grymes Hill
19-Jun,36085012500,5012500,4093,59821,63914,Staten Island,4952180.295,West New Brighton-Silver Lake-Grymes Hill
21-Jun,36085012500,5012500,6946,16243,23189,Staten Island,4952180.295,West New Brighton-Silver Lake-Grymes Hill
19-Jul,36085012500,5012500,8432,77261,85693,Staten Island,4952180.295,West New Brighton-Silver Lake-Grymes Hill
21-Jul,36085012500,5012500,7521,53242,60763,Staten Island,4952180.295,West New Brighton-Silver Lake-Grymes Hill
19-Aug,36085012500,5012500,16063,94992,111055,Staten Island,4952180.295,West New Brighton-Silver Lake-Grymes Hill
21-Aug,36085012500,5012500,15177,50270,65447,Staten Island,4952180.295,West New Brighton-Silver Lake-Grymes Hill
19-May,36085014700,5014700,2682,65243,67925,Staten Island,17978117.84,Westerleigh-Castleton Corners
21-May,36085014700,5014700,17833,44850,62683,Staten Island,17978117.84,Westerleigh-Castleton Corners
19-Jun,36085014700,5014700,0,104093,104093,Staten Island,17978117.84,Westerleigh-Castleton Corners
21-Jun,36085014700,5014700,11622,64580,76202,Staten Island,17978117.84,Westerleigh-Castleton Corners
19-Jul,36085014700,5014700,12987,47799,60786,Staten Island,17978117.84,Westerleigh-Castleton Corners
21-Jul,36085014700,5014700,10748,79723,90471,Staten Island,17978117.84,Westerleigh-Castleton Corners
19-Aug,36085014700,5014700,13121,30054,43175,Staten Island,17978117.84,Westerleigh-Castleton Corners
21-Aug,36085014700,5014700,11469,61910,73379,Staten Island,17978117.84,Westerleigh-Castleton Corners
19-May,36061000800,1000800,16756,54936,71692,Manhattan,2377774.575,Chinatown-Two Bridges
21-May,36061000800,1000800,12815,25948,38763,Manhattan,2377774.575,Chinatown-Two Bridges
19-Jun,36061000800,1000800,5090,87707,92797,Manhattan,2377774.575,Chinatown-Two Bridges
21-Jun,36061000800,1000800,15292,57852,73144,Manhattan,2377774.575,Chinatown-Two Bridges
19-Jul,36061000800,1000800,13840,73463,87303,Manhattan,2377774.575,Chinatown-Two Bridges
21-Jul,36061000800,1000800,11100,89404,100504,Manhattan,2377774.575,Chinatown-Two Bridges
19-Aug,36061000800,1000800,7733,109773,117506,Manhattan,2377774.575,Chinatown-Two Bridges
21-Aug,36061000800,1000800,9395,65008,74403,Manhattan,2377774.575,Chinatown-Two Bridges
19-May,36047036502,3036502,8062,43176,51238,Brooklyn,1316867.713,Ocean Hill
21-May,36047036502,3036502,1445,58919,60364,Brooklyn,1316867.713,Ocean Hill
19-Jun,36047036502,3036502,7360,33801,41161,Brooklyn,1316867.713,Ocean Hill
21-Jun,36047036502,3036502,4763,66615,71378,Brooklyn,1316867.713,Ocean Hill
19-Jul,36047036502,3036502,1217,80178,81395,Brooklyn,1316867.713,Ocean Hill
21-Jul,36047036502,3036502,15046,64245,79291,Brooklyn,1316867.713,Ocean Hill
19-Aug,36047036502,3036502,4758,107058,111816,Brooklyn,1316867.713,Ocean Hill
21-Aug,36047036502,3036502,15725,53379,69104,Brooklyn,1316867.713,Ocean Hill
19-May,36061006200,1006200,0,61724,61724,Manhattan,3167924.507,Murray Hill-Kips Bay
21-May,36061006200,1006200,4436,75085,79521,Manhattan,3167924.507,Murray Hill-Kips Bay
19-Jun,36061006200,1006200,12902,65180,78082,Manhattan,3167924.507,Murray Hill-Kips Bay
21-Jun,36061006200,1006200,14127,63598,77725,Manhattan,3167924.507,Murray Hill-Kips Bay
19-Jul,36061006200,1006200,9376,96633,106009,Manhattan,3167924.507,Murray Hill-Kips Bay
21-Jul,36061006200,1006200,5012,71,5083,Manhattan,3167924.507,Murray Hill-Kips Bay
19-Aug,36061006200,1006200,6518,34033,40551,Manhattan,3167924.507,Murray Hill-Kips Bay
21-Aug,36061006200,1006200,15239,84377,99616,Manhattan,3167924.507,Murray Hill-Kips Bay
19-May,36047056302,3056302,4843,61747,66590,Brooklyn,2050580.935,Greenpoint
21-May,36047056302,3056302,16383,82652,99035,Brooklyn,2050580.935,Greenpoint
19-Jun,36047056302,3056302,18124,138824,156948,Brooklyn,2050580.935,Greenpoint
21-Jun,36047056302,3056302,15227,60648,75875,Brooklyn,2050580.935,Greenpoint
19-Jul,36047056302,3056302,18354,48723,67077,Brooklyn,2050580.935,Greenpoint
21-Jul,36047056302,3056302,12521,44763,57284,Brooklyn,2050580.935,Greenpoint
19-Aug,36047056302,3056302,6684,74725,81409,Brooklyn,2050580.935,Greenpoint
21-Aug,36047056302,3056302,12155,115743,127898,Brooklyn,2050580.935,Greenpoint
19-May,36081103201,4103201,3694,112341,116035,Queens,4311253.43,Far Rockaway-Bayswater
21-May,36081103201,4103201,9715,63441,73156,Queens,4311253.43,Far Rockaway-Bayswater
19-Jun,36081103201,4103201,5383,12799,18182,Queens,4311253.43,Far Rockaway-Bayswater
21-Jun,36081103201,4103201,14204,13249,27453,Queens,4311253.43,Far Rockaway-Bayswater
19-Jul,36081103201,4103201,478,82880,83358,Queens,4311253.43,Far Rockaway-Bayswater
21-Jul,36081103201,4103201,6203,16974,23177,Queens,4311253.43,Far Rockaway-Bayswater
19-Aug,36081103201,4103201,7707,28635,36342,Queens,4311253.43,Far Rockaway-Bayswater
21-Aug,36081103201,4103201,4877,88742,93619,Queens,4311253.43,Far Rockaway-Bayswater
19-May,36081103202,4103202,2878,102690,105568,Queens,7674612.929,Far Rockaway-Bayswater
21-May,36081103202,4103202,13159,123235,136394,Queens,7674612.929,Far Rockaway-Bayswater
19-Jun,36081103202,4103202,7945,93234,101179,Queens,7674612.929,Far Rockaway-Bayswater
21-Jun,36081103202,4103202,11343,71,11414,Queens,7674612.929,Far Rockaway-Bayswater
19-Jul,36081103202,4103202,7219,39369,46588,Queens,7674612.929,Far Rockaway-Bayswater
21-Jul,36081103202,4103202,11648,106032,117680,Queens,7674612.929,Far Rockaway-Bayswater
19-Aug,36081103202,4103202,6069,110870,116939,Queens,7674612.929,Far Rockaway-Bayswater
21-Aug,36081103202,4103202,9698,36909,46607,Queens,7674612.929,Far Rockaway-Bayswater
19-May,36005004100,2004100,15642,81136,96778,Bronx,1977775.591,Mott Haven-Port Morris
21-May,36005004100,2004100,1330,74645,75975,Bronx,1977775.591,Mott Haven-Port Morris
19-Jun,36005004100,2004100,5160,110177,115337,Bronx,1977775.591,Mott Haven-Port Morris
21-Jun,36005004100,2004100,12395,101614,114009,Bronx,1977775.591,Mott Haven-Port Morris
19-Jul,36005004100,2004100,3475,100504,103979,Bronx,1977775.591,Mott Haven-Port Morris
21-Jul,36005004100,2004100,5354,24923,30277,Bronx,1977775.591,Mott Haven-Port Morris
19-Aug,36005004100,2004100,3718,77260,80978,Bronx,1977775.591,Mott Haven-Port Morris
21-Aug,36005004100,2004100,6045,68880,74925,Bronx,1977775.591,Mott Haven-Port Morris
19-May,36005004300,2004300,8635,120278,128913,Bronx,2441015.713,Mott Haven-Port Morris
21-May,36005004300,2004300,3468,65078,68546,Bronx,2441015.713,Mott Haven-Port Morris
19-Jun,36005004300,2004300,5394,90672,96066,Bronx,2441015.713,Mott Haven-Port Morris
21-Jun,36005004300,2004300,8732,68315,77047,Bronx,2441015.713,Mott Haven-Port Morris
19-Jul,36005004300,2004300,1857,89326,91183,Bronx,2441015.713,Mott Haven-Port Morris
21-Jul,36005004300,2004300,9558,73206,82764,Bronx,2441015.713,Mott Haven-Port Morris
19-Aug,36005004300,2004300,9086,112549,121635,Bronx,2441015.713,Mott Haven-Port Morris
21-Aug,36005004300,2004300,12434,56864,69298,Bronx,2441015.713,Mott Haven-Port Morris
19-May,36047095400,3095400,7546,95430,102976,Brooklyn,2551621.364,Canarsie
21-May,36047095400,3095400,12298,76861,89159,Brooklyn,2551621.364,Canarsie
19-Jun,36047095400,3095400,1539,71,1610,Brooklyn,2551621.364,Canarsie
21-Jun,36047095400,3095400,9510,72850,82360,Brooklyn,2551621.364,Canarsie
19-Jul,36047095400,3095400,16285,72782,89067,Brooklyn,2551621.364,Canarsie
21-Jul,36047095400,3095400,14718,13836,28554,Brooklyn,2551621.364,Canarsie
19-Aug,36047095400,3095400,0,59425,59425,Brooklyn,2551621.364,Canarsie
21-Aug,36047095400,3095400,3527,130292,133819,Brooklyn,2551621.364,Canarsie
19-May,36047096000,3096000,7187,76062,83249,Brooklyn,4573323.611,Canarsie
21-May,36047096000,3096000,1535,97744,99279,Brooklyn,4573323.611,Canarsie
19-Jun,36047096000,3096000,1416,46725,48141,Brooklyn,4573323.611,Canarsie
21-Jun,36047096000,3096000,7279,77247,84526,Brooklyn,4573323.611,Canarsie
19-Jul,36047096000,3096000,9029,71241,80270,Brooklyn,4573323.611,Canarsie
21-Jul,36047096000,3096000,12525,71,12596,Brooklyn,4573323.611,Canarsie
19-Aug,36047096000,3096000,6817,28320,35137,Brooklyn,4573323.611,Canarsie
21-Aug,36047096000,3096000,10451,50778,61229,Brooklyn,4573323.611,Canarsie
19-May,36047057901,3057901,7326,98029,105355,Brooklyn,2643877.275,Greenpoint
21-May,36047057901,3057901,4540,137905,142445,Brooklyn,2643877.275,Greenpoint
19-Jun,36047057901,3057901,5121,76463,81584,Brooklyn,2643877.275,Greenpoint
21-Jun,36047057901,3057901,11702,79413,91115,Brooklyn,2643877.275,Greenpoint
19-Jul,36047057901,3057901,11483,86576,98059,Brooklyn,2643877.275,Greenpoint
21-Jul,36047057901,3057901,6345,91631,97976,Brooklyn,2643877.275,Greenpoint
19-Aug,36047057901,3057901,2490,86041,88531,Brooklyn,2643877.275,Greenpoint
21-Aug,36047057901,3057901,12560,33114,45674,Brooklyn,2643877.275,Greenpoint
19-May,36047057902,3057902,9350,70297,79647,Brooklyn,5305925.132,Greenpoint
21-May,36047057902,3057902,9192,82426,91618,Brooklyn,5305925.132,Greenpoint
19-Jun,36047057902,3057902,6624,94772,101396,Brooklyn,5305925.132,Greenpoint
21-Jun,36047057902,3057902,13538,71,13609,Brooklyn,5305925.132,Greenpoint
19-Jul,36047057902,3057902,6061,103464,109525,Brooklyn,5305925.132,Greenpoint
21-Jul,36047057902,3057902,8908,61292,70200,Brooklyn,5305925.132,Greenpoint
19-Aug,36047057902,3057902,2184,71,2255,Brooklyn,5305925.132,Greenpoint
21-Aug,36047057902,3057902,10233,29379,39612,Brooklyn,5305925.132,Greenpoint
19-May,36047099600,3099600,0,69077,69077,Brooklyn,2043824.084,Canarsie
21-May,36047099600,3099600,11150,44918,56068,Brooklyn,2043824.084,Canarsie
19-Jun,36047099600,3099600,6313,50457,56770,Brooklyn,2043824.084,Canarsie
21-Jun,36047099600,3099600,9207,91997,101204,Brooklyn,2043824.084,Canarsie
19-Jul,36047099600,3099600,5239,37265,42504,Brooklyn,2043824.084,Canarsie
21-Jul,36047099600,3099600,5077,98356,103433,Brooklyn,2043824.084,Canarsie
19-Aug,36047099600,3099600,5763,53075,58838,Brooklyn,2043824.084,Canarsie
21-Aug,36047099600,3099600,7913,103357,111270,Brooklyn,2043824.084,Canarsie
19-May,36047099800,3099800,15298,107651,122949,Brooklyn,4644482.759,Canarsie
21-May,36047099800,3099800,16305,66994,83299,Brooklyn,4644482.759,Canarsie
19-Jun,36047099800,3099800,0,88427,88427,Brooklyn,4644482.759,Canarsie
21-Jun,36047099800,3099800,2224,104746,106970,Brooklyn,4644482.759,Canarsie
19-Jul,36047099800,3099800,15476,76898,92374,Brooklyn,4644482.759,Canarsie
21-Jul,36047099800,3099800,6327,99630,105957,Brooklyn,4644482.759,Canarsie
19-Aug,36047099800,3099800,9566,44826,54392,Brooklyn,4644482.759,Canarsie
21-Aug,36047099800,3099800,14080,25512,39592,Brooklyn,4644482.759,Canarsie
19-May,36081017101,4017101,8610,74053,82663,Queens,8783519.114,Sunnyside Yards (South)
21-May,36081017101,4017101,0,85771,85771,Queens,8783519.114,Sunnyside Yards (South)
19-Jun,36081017101,4017101,0,31647,31647,Queens,8783519.114,Sunnyside Yards (South)
21-Jun,36081017101,4017101,17451,58224,75675,Queens,8783519.114,Sunnyside Yards (South)
19-Jul,36081017101,4017101,17277,107795,125072,Queens,8783519.114,Sunnyside Yards (South)
21-Jul,36081017101,4017101,9056,121479,130535,Queens,8783519.114,Sunnyside Yards (South)
19-Aug,36081017101,4017101,8772,70544,79316,Queens,8783519.114,Sunnyside Yards (South)
21-Aug,36081017101,4017101,18550,130963,149513,Queens,8783519.114,Sunnyside Yards (South)
19-May,36081017102,4017102,13206,87543,100749,Queens,4500282.29,Sunnyside Yards (North)
21-May,36081017102,4017102,9652,30858,40510,Queens,4500282.29,Sunnyside Yards (North)
19-Jun,36081017102,4017102,19116,119285,138401,Queens,4500282.29,Sunnyside Yards (North)
21-Jun,36081017102,4017102,8441,43584,52025,Queens,4500282.29,Sunnyside Yards (North)
19-Jul,36081017102,4017102,1945,55134,57079,Queens,4500282.29,Sunnyside Yards (North)
21-Jul,36081017102,4017102,8195,36386,44581,Queens,4500282.29,Sunnyside Yards (North)
19-Aug,36081017102,4017102,11312,61891,73203,Queens,4500282.29,Sunnyside Yards (North)
21-Aug,36081017102,4017102,12193,62584,74777,Queens,4500282.29,Sunnyside Yards (North)
19-May,36061010602,1010602,8022,89889,97911,Manhattan,1336810.853,Upper East Side-Lenox Hill-Roosevelt Island
21-May,36061010602,1010602,7016,118912,125928,Manhattan,1336810.853,Upper East Side-Lenox Hill-Roosevelt Island
19-Jun,36061010602,1010602,5258,106693,111951,Manhattan,1336810.853,Upper East Side-Lenox Hill-Roosevelt Island
21-Jun,36061010602,1010602,17742,81659,99401,Manhattan,1336810.853,Upper East Side-Lenox Hill-Roosevelt Island
19-Jul,36061010602,1010602,7069,93779,100848,Manhattan,1336810.853,Upper East Side-Lenox Hill-Roosevelt Island
21-Jul,36061010602,1010602,11022,71,11093,Manhattan,1336810.853,Upper East Side-Lenox Hill-Roosevelt Island
19-Aug,36061010602,1010602,3451,13822,17273,Manhattan,1336810.853,Upper East Side-Lenox Hill-Roosevelt Island
21-Aug,36061010602,1010602,9551,30228,39779,Manhattan,1336810.853,Upper East Side-Lenox Hill-Roosevelt Island
19-May,36061011600,1011600,5120,91613,96733,Manhattan,2117552.785,Upper East Side-Lenox Hill-Roosevelt Island
21-May,36061011600,1011600,7368,154978,162346,Manhattan,2117552.785,Upper East Side-Lenox Hill-Roosevelt Island
19-Jun,36061011600,1011600,16098,13766,29864,Manhattan,2117552.785,Upper East Side-Lenox Hill-Roosevelt Island
21-Jun,36061011600,1011600,7534,37810,45344,Manhattan,2117552.785,Upper East Side-Lenox Hill-Roosevelt Island
19-Jul,36061011600,1011600,7914,9440,17354,Manhattan,2117552.785,Upper East Side-Lenox Hill-Roosevelt Island
21-Jul,36061011600,1011600,8883,43932,52815,Manhattan,2117552.785,Upper East Side-Lenox Hill-Roosevelt Island
19-Aug,36061011600,1011600,16214,90666,106880,Manhattan,2117552.785,Upper East Side-Lenox Hill-Roosevelt Island
